text,class,train/test,top_attention_words,masked_text_attention
"NVRM: Xid (PCI:0000:01:00): 68, CCMDs 00000019 0000c2b0",gpu,test,['NVRM:'],"Xid (PCI:0000:01:00): 68, CCMDs 00000019 0000c2b0"
mmfs: [E] VERBS RDMA closed connection [ip] ([vngpuc NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA send error IBV_WC_RETRY_EXC_ERR,file system,train,"['mmfs:', 'send', 'connection']",[E] VERBS RDMA closed [ip] ([vngpuc NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA error IBV_WC_RETRY_EXC_ERR
"Chassis Management Controller (CMC) is unable to turn on the component arg1 - arg2 because of insufficient power. The minimum required power is arg3 AC Watts, but only arg4 AC Watts is available.",power,train,"['power.', 'available.', 'power']","Chassis Management Controller (CMC) is unable to turn on the component arg1 - arg2 because of insufficient The minimum required is arg3 AC Watts, but only arg4 AC Watts is"
"kernel: LustreError: LOG ID:(osc_cache.c:962:osc_extent_wait()) ### extent: [ID] ns: lsr05-OST[kNUM]osc-[ID] lock: [ID][path][ID] lrc: 10[path],0 mode: PW[path] res: [0x[kNUM]:[ADDR]:[ADDR]].[ADDR] rrc: 2 type: EXT [0->[ID][kNUM]] (req 0->[kNUM]) flags: [ADDR]0 nid: local remote: 0x[ID] expref: -99 [PID] timeout: 0 lvb_type: 1",file system,train,"['kernel:', 'LustreError:', '###', 'LOG']","ID:(osc_cache.c:962:osc_extent_wait()) extent: [ID] ns: lsr05-OST[kNUM]osc-[ID] lock: [ID][path][ID] lrc: 10[path],0 mode: PW[path] res: [0x[kNUM]:[ADDR]:[ADDR]].[ADDR] rrc: 2 type: EXT [0->[ID][kNUM]] (req 0->[kNUM]) flags: [ADDR]0 nid: local remote: 0x[ID] expref: -99 [PID] timeout: 0 lvb_type: 1"
"Drive array controller failure (chassis %1, Slot%2)",storage,train,['Drive'],"array controller failure (chassis %1, Slot%2)"
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_GCC faulted @ [ADDR]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",gpu,train,"['kernel:', 'NVRM:', 'id]):']","Xid (PCI:[device 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_GCC faulted @ [ADDR]_[kNUM] Fault is of type FAULT_PDE access_TYPE_VIRT_READ"
Power supply arg1 vendor type mismatch detected.,power,train,['Power'],supply arg1 vendor type mismatch detected.
"Unable to failover, CMC arg1 in unknown state.","bmc, management module",train,['CMC'],"Unable to failover, arg1 in unknown state."
The memory module arg1 arg2 voltage is greater than the upper critical threshold.,"voltage, current",test,"['voltage', 'threshold.']",The memory module arg1 arg2 is greater than the upper critical
The Test Network Connection operation completed with errors.,nic,train,['Network'],The Test Connection operation completed with errors.
mmsysmon: [E] Event raised: Reconnect to [ip] [stnfs NODE ID] <c0n[interface ID]> failed,file system,train,"['mmsysmon:', 'Event']",[E] raised: Reconnect to [ip] [stnfs NODE ID] <c0n[interface ID]> failed
A Critical event was detected on the Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 .,memory,train,"['Memory', '.']",A Critical event was detected on the Non-Volatile Dual In-line Module (NVDIMM) device in the slot arg1
"mmfs: [E] Node [ip] ([agpu NODE ID]) has been deleted from the cluster, but it has been detected as still up. Deletion that node may not have completed successfully. Manually bring GPFS down [path] node.",file system,test,"['mmfs:', '[E]', 'GPFS', '[path]']","Node [ip] ([agpu NODE ID]) has been deleted from the cluster, but it has been detected as still up. Deletion that node may not have completed successfully. Manually bring down node."
The memory module arg1 temperature is outside of range.,memory,train,['memory'],The module arg1 temperature is outside of range.
NVDIMM disabled,memory,train,['disabled'],NVDIMM
Storage backplane Box Number 0 management failure (Failure type - UBM failure),board,train,"['Storage', 'backplane']",Box Number 0 management failure (Failure type - UBM failure)
The CPU in the arg1 socket is not properly fused.,cpu,train,['CPU'],The in the arg1 socket is not properly fused.
kernel: LustreError: [kNUM]: lsr05-MDT[kNUM]mdc-[ID]: operation to node [ip]@o2ib failed: rc = -16,file system,train,"['LustreError:', 'kernel:']",[kNUM]: lsr05-MDT[kNUM]mdc-[ID]: operation to node [ip]@o2ib failed: rc = -16
kernel: LustreError: [kNUM]: lsr05-OST[kNUM]osc-[ID]: This client was evicted by lsr05-OST[kNUM]; in progress operations using this service will fail.,file system,test,"['LustreError:', 'kernel:']",[kNUM]: lsr05-OST[kNUM]osc-[ID]: This client was evicted by lsr05-OST[kNUM]; in progress operations using this service will fail.
kernel: : section_type: IA32[path] processor error,cpu,train,['kernel:'],: section_type: IA32[path] processor error
kernel: LNetError: LOG ID:(lib-move.c:[kNUM]:lnet_select_preferred_best_ni()) no path to [ip]@o2ib[eth ID] from net o2ib[eth ID],file system,train,"['LNetError:', 'LOG']",kernel: ID:(lib-move.c:[kNUM]:lnet_select_preferred_best_ni()) no path to [ip]@o2ib[eth ID] from net o2ib[eth ID]
"Memory device has failed. Memory device location: arg1 , Possible memory module event cause: arg2 .",memory,test,"['Memory', 'failed.']","device has device location: arg1 , Possible module event cause: arg2 ."
"NVRM: Xid (PCI:0000:84:00): 13, pid=7928, Graphics SM Global Exception on (GPC 2, TPC 0, SM 1): Multiple Warp Errors",gpu,train,"['NVRM:', 'Xid']","(PCI:0000:84:00): 13, pid=7928, Graphics SM Global Exception on (GPC 2, TPC 0, SM 1): Multiple Warp Errors"
rsyslogd: imjournal: fopen() failed for path: '[path]': no space left on device [v8.1911.0-6.el8 try https:[path] ],file system,test,"['rsyslogd:', 'imjournal:']",fopen() failed for path: '[path]': no space left on device [v8.1911.0-6.el8 try https:[path] ]
"NVRM: Xid (PCI:0000:02:00): 57, Failed shmoo sddr3 link training",gpu,train,['NVRM:'],"Xid (PCI:0000:02:00): 57, Failed shmoo sddr3 link training"
BIOS POST memory test failed.,memory,test,['memory'],BIOS POST test failed.
Unrecoverable I/O error has occurred,"bus, io module, pci",test,['error'],Unrecoverable I/O has occurred
The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 was unable to be initialized.,memory,train,"['initialized.', 'slot']",The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the arg1 was unable to be
mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]>:[0] (Connection by peer). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [stnfs NODE ID] <c0n[interface ID]>:[0] (Connection by peer). Attempting reconnect.
mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]> (Broken pipe). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [stnfs NODE ID] <c0n[interface ID]> (Broken pipe). Attempting reconnect.
CPU arg1 voltage regulator module failed.,"voltage, current",train,['voltage'],CPU arg1 regulator module failed.
The health of IO module in the slot arg1 is in Critical state.,"bus, io module, pci",train,"['health', 'slot']",The of IO module in the arg1 is in Critical state.
An internal network error occurred.,nic,train,['network'],An internal error occurred.
The temperature for power supply arg1 is outside of range.,power,train,['temperature'],The for power supply arg1 is outside of range.
"NVDIMM Error: Processor %1, DIMM %2",memory,train,['Error:'],"NVDIMM Processor %1, DIMM %2"
Slot %1 Smart Array: Cache Module Self-TestError Occurred. %2,storage,train,['Cache'],Slot %1 Smart Array: Module Self-TestError Occurred. %2
The memory module arg1 voltage is less than the lower critical threshold.,"voltage, current",train,"['voltage', 'threshold.']",The memory module arg1 is less than the lower critical
The system is being shut down for thermal protection.,board,test,['protection.'],The system is being shut down for thermal
The arg1 temperature is outside of range.,board,train,['temperature'],The arg1 is outside of range.
"mmsysmon: [E] Event raised: The local filesystem with the mount point / used for [path] reached a nearly exhausted level, which is less than [NUM] MB free space.",file system,train,"['Event', 'filesystem', 'mmsysmon:']","[E] raised: The local with the mount point / used for [path] reached a nearly exhausted level, which is less than [NUM] MB free space."
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (Broken pipe). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (Broken pipe). Attempting reconnect.
kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] 64bit pref],os,train,"['kernel:', 'pci']",[pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] 64bit pref]
The memory module arg1 temperature is greater than the upper critical threshold.,memory,train,"['memory', 'temperature']",The module arg1 is greater than the upper critical threshold.
abrtd: Lock file '.lock' is locked by [PID],service,test,['abrtd:'],Lock file '.lock' is locked by [PID]
Unable to turn on the server because a Mezzanine card is incompatible with the I/O Module or PCIe subsystem.,"bus, io module, pci",train,"['card', 'server']",Unable to turn on the because a Mezzanine is incompatible with the I/O Module or PCIe subsystem.
mmsysmon: [E] Event raised: NIC virbr[eth ID]-nic is down,nic,train,['NIC'],mmsysmon: [E] Event raised: virbr[eth ID]-nic is down
The power input for CPU arg1 voltage regulator module is outside of range.,"voltage, current",test,"['voltage', 'range.']",The power input for CPU arg1 regulator module is outside of
An issue is observed on the Hard-drive/SSD backplane.,storage,test,['backplane.'],An issue is observed on the Hard-drive/SSD
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Global Exception (GPC 0, TPC 0, SM [NUM]:) Multiple Warp Errors",gpu,train,"['kernel:', 'Xid']","NVRM: (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Global Exception (GPC 0, TPC 0, SM [NUM]:) Multiple Warp Errors"
mmsysmon: [E] Event raised: Physical link of the NIC ib[eth ID] is down,file system,train,"['Event', 'mmsysmon:']",[E] raised: Physical link of the NIC ib[eth ID] is down
The sled arg1 arg2 temperature is less than the lower critical threshold temperature.,board,train,['temperature'],The sled arg1 arg2 is less than the lower critical threshold temperature.
The health of sled in the sled slot arg1 is in Critical state.,unknown,train,"['health', 'slot']",The of sled in the sled arg1 is in Critical state.
Server arg1 is removed.,unknown,train,['Server'],arg1 is removed.
Uncorrectable error was detected,unknown,test,['error'],Uncorrectable was detected
arg1 is sending inconsistent responses to the controller.,unknown,train,['controller.'],arg1 is sending inconsistent responses to the
arg1 is not functioning correctly.,unknown,train,['is'],arg1 not functioning correctly.
Unable to allocate resources.,unknown,train,['Unable'],to allocate resources.
The arg1 is removed from slot arg2 .,unknown,train,['slot'],The arg1 is removed from arg2 .
Consistency check for arg1 has completed with uncorrectable errors.,unknown,train,['arg1'],Consistency check for has completed with uncorrectable errors.
arg1 is not responding.,unknown,train,['is'],arg1 not responding.
A hardware incompatibility is detected between arg1 arg2 and arg3 arg4 .,unknown,train,['hardware'],A incompatibility is detected between arg1 arg2 and arg3 arg4 .
arg1 is shutdown.,unknown,train,['shutdown.'],arg1 is
Trusted Platform Module (TPM) self-test error,unknown,train,['error'],Trusted Platform Module (TPM) self-test
Resource allocation error.,unknown,test,['error.'],Resource allocation
Unable to complete the operation because of an unknown issue.,unknown,test,['issue.'],Unable to complete the operation because of an unknown
The arg1 is not installed correctly.,unknown,train,['The'],arg1 is not installed correctly.
Unable to run the command because of a general issue.,unknown,train,['Unable'],to run the command because of a general issue.
arg1 has a hardware error.,unknown,train,['hardware'],arg1 has a error.
The watchdog timer expired.,unknown,train,['timer'],The watchdog expired.
General failure.,unknown,train,['General'],failure.
Intel Trusted Execution Error: Intel TXT BIOSACM has reported an error (code:0x%1),unknown,train,"['Error:', 'Intel']",Trusted Execution TXT BIOSACM has reported an error (code:0x%1)
An internal system error has occurred.,unknown,train,['error'],An internal system has occurred.
An internal error occurred and a failover condition is detected.,unknown,train,['error'],An internal occurred and a failover condition is detected.
kernel: Do you have a strange power saving mode enabled?,unknown,train,['kernel:'],Do you have a strange power saving mode enabled?
Uncorrectable Machine Check Exception (Processor 1. APIC ID 0x00000032. Bank 0x00000005. Status 0xBEA00000'00000108. Address 0x01FFFFFF'97AEF5C6. Misc 0xD01C0000'00000000),unknown,train,"['(Processor', 'Check']",Uncorrectable Machine Exception 1. APIC ID 0x00000032. Bank 0x00000005. Status 0xBEA00000'00000108. Address 0x01FFFFFF'97AEF5C6. Misc 0xD01C0000'00000000)
Communication with arg1 is intermittent.,unknown,train,['intermittent.'],Communication with arg1 is
Server arg1 health changed to a critical state from either a normal or warning state.,unknown,test,"['Server', 'health']",arg1 changed to a critical state from either a normal or warning state.
System initialization error,unknown,train,['System'],initialization error
Intel Trusted Execution Technology (TXT) fatal error.,unknown,test,['Intel'],Trusted Execution Technology (TXT) fatal error.
The watchdog timer expired at arg1 .,unknown,train,['timer'],The watchdog expired at arg1 .
The system was reset due to a timeout from the watchdog timer.,unknown,train,"['system', 'The']",was reset due to a timeout from watchdog timer.
"kernel: perf: Dynamic interrupt throttling disabled, can hang your system!",unknown,train,['perf:'],"kernel: Dynamic interrupt throttling disabled, can hang your system!"
Unable to service the request because of an internal system error.,unknown,test,"['error.', 'Unable']",to service the request because of an internal system
"Improperly seated or missing device (%1, %2)",unknown,test,['device'],"Improperly seated or missing (%1, %2)"
arg1 in slot arg2 is offline.,unknown,train,['offline.'],arg1 in slot arg2 is
Timeout waiting for the device to respond.,unknown,test,['Timeout'],waiting for the device to respond.
arg1 is switched OFF.,unknown,test,['OFF.'],arg1 is switched
A fatal error was detected on a component at slot arg1 .,unknown,test,['slot'],A fatal error was detected on a component at arg1 .
Uncorrectable Machine Check Exception Extended Registers (Conf 0x00000003'000001F9. Ipid 0x000500B0'00000032. Synd 0x00000000'4D000000. DeStat 0x00000000'00000000. DeAddr 0x00000000'00000000 Misc1 0x0000000000000000),unknown,train,"['Machine', '(Conf']",Uncorrectable Check Exception Extended Registers 0x00000003'000001F9. Ipid 0x000500B0'00000032. Synd 0x00000000'4D000000. DeStat 0x00000000'00000000. DeAddr 0x00000000'00000000 Misc1 0x0000000000000000)
